"YEAR","NEWCOURSECODE","NEWCOURSETITLE","STUDYLEVEL","COMMUTELENGTH","ACCOMMODATIONTYPE","CAMPUSPOSTCODE","AVERAGEMODULEMARK","PERCENTAGEATTENDANCE","DEGREETYPE","DEGREECLASS"
"2017/18","BABSM06F","BA Business Management FT","Level 5",1.49,"Other inc. Private Halls","NW1 5LS",50,38.16,"BA","2:ii"
"2016/17","BAJMC01F","BA Digital Media and Communication FT","Level 6",6.11,"Other inc. Private Halls","HA1 3TP",45,23.88,"BA","3rd"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 4",6.25,"Commuter","W1W 6XH",72,48,"BSc","1st"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 5",6.25,"Commuter","W1W 6XH",66,22.81,"BSc","2:i"
"2017/18","BAJMC02F","BA Journalism FT","Level 4",0.59,"UoW Halls","HA1 3TP",45,20.48,"BA","3rd"
"2016/17","BAJMC05F","BA Radio and Digital Production FT","Level 6",13.14,"Commuter","HA1 3TP",55,11.11,"BA","2:ii"
"2016/17","BSCON02F","BSc Computer Network Security FT","Level 4",6.28,"Other inc. Private Halls","W1W 6XH",60,75.25,"BSc","2:i"
"2017/18","BSCON02F","BSc Computer Network Security FT","Level 5",6.28,"Other inc. Private Halls","W1W 6XH",26,40.62,"BSc","3rd"
"2016/17","BALAN07F","BA Translation FT","Level 6",4.05,"Commuter","W1B 2HW",61,53.7,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 6",8.72,"Commuter","W1B 2HW",0,8.11,"LLB","3rd"
"2017/18","BLLAW02F","LLB Law FT","Level 6",8.72,"Commuter","W1B 2HW",37,47.37,"LLB","3rd"
"2016/17","BMMUS01F","BMus Commercial Music Performance FT","Level 6",1.3,"Other inc. Private Halls","HA1 3TP",54,6.15,"BMus","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 4",45.89,"Unknown","W1B 2HW",57,77.33,"LLB","2:ii"
"2017/18","BAPHT02F","BA Photography FT","Level 4",0.59,"UoW Halls","HA1 3TP",34,18.06,"BA","3rd"
"2017/18","BAJMC02F","BA Journalism FT","Level 5",9.38,"Other inc. Private Halls","HA1 3TP",62,55.56,"BA","2:i"
"2016/17","BABSM07F","BA International Business FT","Level 4",1.75,"Other inc. Private Halls","NW1 5LS",60,63.22,"BA","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 4",9.3,"Other inc. Private Halls","W1W 6XH",0,6.58,"BSc","3rd"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 4",8.8,"Commuter","W1W 6XH",71,90.67,"BSc","1st"
"2017/18","BSBIS01F","BSc Business Information Systems FT","Level 5",8.8,"Commuter","W1W 6XH",74,86.76,"BSc","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 6",10.8,"Commuter","NW1 5LS",60,31.65,"BA","2:i"
"2017/18","BAFAS03F","BA Fashion Merchandise Management FT","Level 4",0.59,"UoW Halls","HA1 3TP",71,74.29,"BA","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 5",11.98,"Commuter","NW1 5LS",68,73.81,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 6",11.98,"Commuter","NW1 5LS",69,76.81,"BA","2:i"
"2017/18","BAJMC06F","BA Television Production FT","Level 4",8.02,"Other inc. Private Halls","HA1 3TP",67,59.52,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 6",6.94,"Commuter","NW1 5LS",60,87.8,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 6",2.33,"Other inc. Private Halls","NW1 5LS",63,85.54,"BA","2:i"
"2016/17","BSFIN01F","BSc Finance FT","Level 5",10.28,"Commuter","NW1 5LS",56,41.86,"BSc","2:ii"
"2017/18","BSFIN01F","BSc Finance FT","Level 6",10.27,"Other inc. Private Halls","NW1 5LS",37,17.95,"BSc","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 4",0,"UoW Halls","NW1 5LS",42,69.74,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 5",7.38,"Commuter","NW1 5LS",44,42.86,"BA","3rd"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 4",31.31,"Unknown","W1W 6XH",39,44.59,"BSc","3rd"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 5",31.31,"Unknown","W1W 6XH",12,12.62,"BSc","3rd"
"2017/18","BSBIS01F","BSc Business Information Systems FT","Level 5",8.98,"Other inc. Private Halls","W1W 6XH",41,22.89,"BSc","3rd"
"2016/17","BAJMC04F","BA Public Relations and Advertising FT","Level 6",9.37,"Other inc. Private Halls","HA1 3TP",57,28.57,"BA","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 5",4.74,"Other inc. Private Halls","W1B 2HW",42,23.23,"LLB","3rd"
"2017/18","BLLAW02F","LLB Law FT","Level 6",4.74,"Other inc. Private Halls","W1B 2HW",35,28.12,"LLB","3rd"
"2016/17","BSFIN01F","BSc Finance FT","Level 6",6.12,"Other inc. Private Halls","NW1 5LS",37,42.22,"BSc","3rd"
"2016/17","BSPSY02F","BSc Psychology FT","Level 4",10.34,"Unknown","W1W 6XH",48,44.44,"BSc","3rd"
"2017/18","BSPSY02F","BSc Psychology FT","Level 5",10.34,"Unknown","W1W 6XH",55,45.45,"BSc","2:ii"
"2016/17","BSPOC01F","BSc Architectural Technology FT","Level 4",0.44,"Other inc. Private Halls","NW1 5LS",57,64,"BSc","2:ii"
"2017/18","BSPOC01F","BSc Architectural Technology FT","Level 5",0.44,"Other inc. Private Halls","NW1 5LS",52,50,"BSc","2:ii"
"2016/17","BAMRK02F","BA Marketing Communications FT","Level 4",2.38,"Other inc. Private Halls","NW1 5LS",32,59.72,"BA","3rd"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 6",5.8,"Other inc. Private Halls","W1W 6XH",56,28.77,"BSc","2:ii"
"2016/17","BSMGM01F","BSc Computer Games Development FT","Level 6",4.94,"Commuter","W1W 6XH",61,68,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",22.61,"Commuter","NW1 5LS",54,31.82,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 6",22.61,"Commuter","NW1 5LS",63,37.84,"BA","2:i"
"2016/17","BAHIS03F","BA History FT","Level 5",5.29,"Commuter","W1B 2HW",55,58.82,"BA","2:ii"
"2017/18","BAHIS03F","BA History FT","Level 6",5.29,"Commuter","W1B 2HW",58,58.82,"BA","2:ii"
"2017/18","BSPOC04F","BSc Construction Management FT","Level 4",8.41,"Commuter","NW1 5LS",35,56.86,"BSc","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 6",7.71,"Unknown","NW1 5LS",55,40.62,"BA","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 5",23.94,"Unknown","NW1 5LS",0,0,"BA","3rd"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 4",23.52,"Unknown","HA1 3TP",13,8.33,"BA","3rd"
"2016/17","BSNUT01F","BSc Human Nutrition FT","Level 6",8.86,"Unknown","W1W 6XH",68,62.07,"BSc","2:i"
"2017/18","BSACC01F","BSc Accounting FT","Level 4",1.13,"Other inc. Private Halls","NW1 5LS",59,74.67,"BSc","2:ii"
"2017/18","BAADS02F","BA Graphic Communication Design FT","Level 4",0.88,"Other inc. Private Halls","HA1 3TP",64,55.56,"BA","2:i"
"2017/18","BAJMC01F","BA Digital Media and Communication FT","Level 4",2.13,"Other inc. Private Halls","HA1 3TP",68,46.75,"BA","2:i"
"2016/17","BSBMS02F","BSc Human and Medical Science FT","Level 5",5.45,"Commuter","W1W 6XH",73,42.22,"BSc","1st"
"2017/18","BSBMS02F","BSc Human and Medical Science FT","Level 6",5.45,"Commuter","W1W 6XH",64,22.62,"BSc","2:i"
"2017/18","BSBMS03F","BSc Pharmacology and Physiology FT","Level 4",6.64,"UoW Halls","W1W 6XH",69,71.43,"BSc","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 4",7.21,"Commuter","W1B 2HW",60,61.86,"LLB","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 5",7.21,"Commuter","W1B 2HW",61,63.53,"LLB","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 6",1.65,"Other inc. Private Halls","NW1 5LS",73,50.77,"BA","1st"
"2017/18","BAMUS01F","BA Commercial Music FT","Level 4",4.7,"Commuter","HA1 3TP",58,35.53,"BA","2:ii"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 4",11.46,"Unknown","W1W 6XH",84,90.67,"BSc","1st"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 5",11.46,"Unknown","W1W 6XH",73,59.15,"BSc","1st"
"2016/17","BLLAW02F","LLB Law FT","Level 4",8.4,"Commuter","W1B 2HW",52,37.76,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 5",8.4,"Commuter","W1B 2HW",47,27.85,"LLB","3rd"
"2016/17","BLLAW02F","LLB Law FT","Level 4",8.92,"Commuter","W1B 2HW",58,59.18,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 5",8.92,"Commuter","W1B 2HW",52,55.95,"LLB","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 4",6.12,"Other inc. Private Halls","NW1 5LS",33,19.32,"BA","3rd"
"2016/17","BAENG03F","BA English Language and Linguistics FT","Level 5",4.75,"Other inc. Private Halls","W1B 2HW",66,80,"BA","2:i"
"2017/18","BAENG03F","BA English Language and Linguistics FT","Level 6",4.75,"Other inc. Private Halls","W1B 2HW",74,76.32,"BA","1st"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",10.16,"Commuter","W1W 6XH",39,24.36,"BSc","3rd"
"2016/17","BALAN06F","BA Language and Other Disciplines FT","Level 5",27.39,"Unknown","W1B 2HW",68,81.61,"BA","2:i"
"2016/17","BAARC02F","BA Interior Architecture FT","Level 5",76.1,"Unknown","NW1 5LS",63,43.06,"BA","2:i"
"2017/18","BAJMC02F","BA Journalism FT","Level 4",2.22,"UoW Halls","HA1 3TP",65,50.62,"BA","2:i"
"2016/17","BABSM07F","BA International Business FT","Level 5",13.22,"Commuter","NW1 5LS",0,4.65,"BA","3rd"
"2016/17","BAJMC04F","BA Public Relations and Advertising FT","Level 4",14.2,"Commuter","HA1 3TP",67,53.52,"BA","2:i"
"2017/18","BAJMC04F","BA Public Relations and Advertising FT","Level 5",14.2,"Commuter","HA1 3TP",68,56.67,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",3.15,"Other inc. Private Halls","NW1 5LS",65,40.23,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 6",3.31,"Other inc. Private Halls","NW1 5LS",58,41.67,"BA","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 6",5.58,"Commuter","NW1 5LS",61,22.54,"BA","2:i"
"2016/17","BSCON01F","BSc Computer Networks and Communications FT","Level 4",1.53,"Commuter","W1W 6XH",0,2.97,"BSc","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",11.33,"Commuter","NW1 5LS",49,46.51,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",17.29,"Other inc. Private Halls","NW1 5LS",48,47.14,"BA","3rd"
"2016/17","BSACC01F","BSc Accounting FT","Level 4",8.77,"Commuter","NW1 5LS",76,79.59,"BSc","1st"
"2017/18","BSACC01F","BSc Accounting FT","Level 5",8.77,"Commuter","NW1 5LS",61,76.74,"BSc","2:i"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 6",9.04,"Other inc. Private Halls","W1W 6XH",62,53.03,"BSc","2:i"
"2016/17","BSPOC01F","BSc Architectural Technology FT","Level 4",2.79,"Commuter","NW1 5LS",51,54,"BSc","2:ii"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 4",2.89,"Other inc. Private Halls","W1W 6XH",61,69.14,"BSc","2:i"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 6",11.31,"Commuter","NW1 5LS",62,27.59,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",61,65.33,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",48,24.49,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 5",6.07,"UoW Halls","NW1 5LS",18,15.19,"BA","3rd"
"2016/17","BATOE01F","BA Tourism and Events Management FT","Level 4",9.48,"Unknown","NW1 5LS",0,4.92,"BA","3rd"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 5",8.99,"Commuter","W1W 6XH",57,39.8,"BSc","2:ii"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 6",8.99,"Commuter","W1W 6XH",70,38.6,"BSc","1st"
"2016/17","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 6",5.39,"Other inc. Private Halls","W1W 6XH",63,45.95,"BSc","2:i"
"2016/17","BECSS01F","BEng Software Engineering FT","Level 4",2.26,"Commuter","W1W 6XH",0,9.46,"BEng","3rd"
"2016/17","BATFM01F","BA Film FT","Level 6",1.14,"Unknown","HA1 3TP",68,6.52,"BA","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 4",3.22,"Commuter","W1B 2HW",58,65.71,"LLB","2:ii"
"2016/17","BSBMS02F","BSc Human and Medical Science FT","Level 5",9.08,"Commuter","W1W 6XH",53,73.03,"BSc","2:ii"
"2017/18","BSBMS02F","BSc Human and Medical Science FT","Level 6",9.08,"Commuter","W1W 6XH",55,68.6,"BSc","2:ii"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",11.94,"Commuter","W1W 6XH",60,41.56,"BSc","2:i"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",11.94,"Commuter","W1W 6XH",62,47.27,"BSc","2:i"
"2017/18","BAMUS01F","BA Commercial Music FT","Level 4",5.27,"Other inc. Private Halls","HA1 3TP",69,32.73,"BA","2:i"
"2016/17","BAMRK01F","BA International Marketing FT","Level 6",15.62,"Unknown","NW1 5LS",65,55.06,"BA","2:i"
"2016/17","BSPSY02F","BSc Psychology FT","Level 4",23.63,"Unknown","W1W 6XH",70,73.61,"BSc","1st"
"2017/18","BSPSY02F","BSc Psychology FT","Level 5",23.63,"Unknown","W1W 6XH",70,94.29,"BSc","1st"
"2016/17","BAPIR02F","BA International Relations FT","Level 6",48.61,"Unknown","W1B 2HW",61,60.81,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 6",6.1,"Other inc. Private Halls","NW1 5LS",39,40.23,"BA","3rd"
"2016/17","BSPOC04F","BSc Construction Management FT","Level 5",0.24,"Other inc. Private Halls","NW1 5LS",53,64.71,"BSc","2:ii"
"2017/18","BSPOC04F","BSc Construction Management FT","Level 6",0.24,"Other inc. Private Halls","NW1 5LS",52,54.17,"BSc","2:ii"
"2016/17","BSBMS02F","BSc Human and Medical Science FT","Level 6",8.19,"Commuter","W1W 6XH",61,52.5,"BSc","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 6",35.07,"Unknown","W1B 2HW",56,52.7,"LLB","2:ii"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 5",0.44,"Other inc. Private Halls","NW1 5LS",51,50,"BA","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 6",3.34,"Other inc. Private Halls","NW1 5LS",55,38.2,"BA","2:ii"
"2017/18","BSBMS04F","BSc Honours Biomedical Sciences (Sandwich) FT","Level 4",11.98,"Unknown","W1W 6XH",57,69.47,"BSc","2:ii"
"2016/17","BAFAS03F","BA Fashion Merchandise Management FT","Level 4",0.59,"UoW Halls","HA1 3TP",62,44.44,"BA","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 4",6.61,"Other inc. Private Halls","W1B 2HW",10,9.09,"LLB","3rd"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 4",35.99,"Unknown","W1B 2HW",57,48.72,"BA","2:ii"
"2017/18","BAPIR03F","BA Politics and International Relations FT","Level 5",35.99,"Unknown","W1B 2HW",59,56.9,"BA","2:ii"
"2016/17","BATOE01F","BA Tourism and Events Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",62,61.45,"BA","2:i"
"2017/18","BATOE01F","BA Tourism and Events Management FT","Level 5",24.87,"Unknown","NW1 5LS",60,75.34,"BA","2:i"
"2016/17","BAARC02F","BA Interior Architecture FT","Level 5",15.96,"Commuter","NW1 5LS",53,52.78,"BA","2:ii"
"2017/18","BAARC02F","BA Interior Architecture FT","Level 6",15.96,"Commuter","NW1 5LS",55,25.35,"BA","2:ii"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",57,79.73,"BA","2:ii"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 5",2.72,"Other inc. Private Halls","NW1 5LS",49,64.86,"BA","3rd"
"2016/17","BLLAW02F","LLB Law FT","Level 6",9.93,"Unknown","W1B 2HW",57,61.63,"LLB","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",62,73.61,"BA","2:i"
"2017/18","BACRI02F","BA Sociology and Criminology FT","Level 4",35.12,"Unknown","W1B 2HW",56,77.27,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 4",11.28,"Commuter","NW1 5LS",60,73.61,"BA","2:i"
"2017/18","BAPHT01F","BA Contemporary Media Practice FT","Level 4",6.63,"Commuter","HA1 3TP",28,15.56,"BA","3rd"
"2016/17","BSMGM01F","BSc Computer Games Development FT","Level 4",2.67,"Commuter","W1W 6XH",37,93.1,"BSc","3rd"
"2016/17","BSBIO01F","BSc Biochemistry FT","Level 6",3.37,"Commuter","W1W 6XH",74,26.67,"BSc","1st"
"2016/17","BSPSY02F","BSc Psychology FT","Level 4",19.61,"Other inc. Private Halls","W1W 6XH",58,83.1,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 5",5.61,"Commuter","W1W 6XH",62,64.71,"BSc","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 4",6.51,"Commuter","W1W 6XH",54,39.76,"BSc","2:ii"
"2016/17","BAADS02F","BA Graphic Communication Design FT","Level 4",12.21,"Commuter","HA1 3TP",0,30,"BA","3rd"
"2016/17","BSECO01F","BSc Business Economics FT","Level 4",10.09,"Other inc. Private Halls","NW1 5LS",69,80.52,"BSc","2:i"
"2017/18","BSECO01F","BSc Business Economics FT","Level 5",10.09,"Other inc. Private Halls","NW1 5LS",64,70.13,"BSc","2:i"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 4",6.62,"Commuter","NW1 5LS",55,52.33,"BA","2:ii"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 5",6.62,"Commuter","NW1 5LS",48,28.77,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",2.86,"Other inc. Private Halls","NW1 5LS",53,66.67,"BA","2:ii"
"2016/17","BECSS01F","BEng Software Engineering FT","Level 4",6.64,"Other inc. Private Halls","W1W 6XH",34,40,"BEng","3rd"
"2017/18","BALAN01F","BA Modern Languages FT","Level 4",6.66,"UoW Halls","W1B 2HW",61,50.56,"BA","2:i"
"2016/17","BATOE03F","BA Tourism with Business FT","Level 4",5.96,"Other inc. Private Halls","NW1 5LS",54,67.05,"BA","2:ii"
"2017/18","BATOE03F","BA Tourism with Business FT","Level 5",5.96,"Other inc. Private Halls","NW1 5LS",53,70.42,"BA","2:ii"
"2016/17","BSBMS04F","BSc Honours Biomedical Sciences (Sandwich) FT","Level 6",0.59,"UoW Halls","W1W 6XH",71,27.42,"BSc","1st"
"2016/17","BAENG07F","BA English Literature FT","Level 5",3.74,"Other inc. Private Halls","W1B 2HW",69,69.66,"BA","2:i"
"2017/18","BAENG07F","BA English Literature FT","Level 6",28.51,"Unknown","W1B 2HW",69,70.27,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",57,84.93,"BA","2:ii"
"2016/17","BABSM07F","BA International Business FT","Level 4",7.19,"Commuter","NW1 5LS",56,66.32,"BA","2:ii"
"2017/18","BABSM07F","BA International Business FT","Level 5",7.19,"Commuter","NW1 5LS",62,76.7,"BA","2:i"
"2017/18","BAARC01F","BA Architecture FT","Level 4",2.89,"Commuter","NW1 5LS",59,59.81,"BA","2:ii"
"2017/18","BSCON01F","BSc Computer Networks and Communications FT","Level 4",8.07,"Commuter","W1W 6XH",69,48.98,"BSc","2:i"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",5.2,"Other inc. Private Halls","W1W 6XH",31,50,"BSc","3rd"
"2016/17","BSFIN01F","BSc Finance FT","Level 6",6.12,"Other inc. Private Halls","NW1 5LS",78,76.67,"BSc","1st"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 4",3.68,"Commuter","NW1 5LS",51,23.68,"BA","2:ii"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 5",3.68,"Commuter","NW1 5LS",40,20,"BA","3rd"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 4",6.66,"UoW Halls","W1B 2HW",67,57.69,"BA","2:i"
"2017/18","BSACC01F","BSc Accounting FT","Level 6",5.08,"Commuter","NW1 5LS",74,12.5,"BSc","1st"
"2016/17","BAADS03F","BA Illustration and Visual Communication FT","Level 4",19.73,"Other inc. Private Halls","HA1 3TP",41,40.28,"BA","3rd"
"2016/17","BSPSY02F","BSc Psychology FT","Level 4",6.07,"Other inc. Private Halls","W1W 6XH",41,26.03,"BSc","3rd"
"2017/18","BLLAW02F","LLB Law FT","Level 4",6.55,"Commuter","W1B 2HW",48,90.14,"LLB","3rd"
"2017/18","BAFAS03F","BA Fashion Merchandise Management FT","Level 4",2.22,"UoW Halls","HA1 3TP",66,64.29,"BA","2:i"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 5",10.66,"Commuter","W1W 6XH",61,90.12,"BSc","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 6",10.66,"Commuter","W1W 6XH",56,63.64,"BSc","2:ii"
"2016/17","BACRI01F","BA Criminology FT","Level 5",4.37,"Other inc. Private Halls","W1B 2HW",56,90.74,"BA","2:ii"
"2017/18","BACRI01F","BA Criminology FT","Level 6",4.37,"Other inc. Private Halls","W1B 2HW",57,73.17,"BA","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 4",4.44,"Commuter","NW1 5LS",51,62.67,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 5",4.44,"Commuter","NW1 5LS",49,33.33,"BA","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 4",4.09,"Commuter","NW1 5LS",62,55.17,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 5",4.09,"Commuter","NW1 5LS",66,31.58,"BA","2:i"
"2016/17","BACRI01F","BA Criminology FT","Level 4",6.66,"UoW Halls","W1B 2HW",36,31.82,"BA","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",7.27,"Commuter","NW1 5LS",42,59.18,"BA","3rd"
"2017/18","BAFAS06F","BA Fashion Marketing and Promotion FT","Level 4",0.59,"UoW Halls","HA1 3TP",63,38.95,"BA","2:i"
"2016/17","BAPHT01F","BA Contemporary Media Practice FT","Level 6",17.21,"Commuter","HA1 3TP",58,9.09,"BA","2:ii"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",6.5,"Commuter","W1W 6XH",58,38.03,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",6.5,"Commuter","W1W 6XH",66,18.75,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",26.47,"Unknown","NW1 5LS",64,79.07,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 5",26.47,"Unknown","NW1 5LS",56,73.33,"BA","2:ii"
"2016/17","BSBMS04F","BSc Honours Biomedical Sciences (Sandwich) FT","Level 6",8.87,"Commuter","W1W 6XH",55,43.28,"BSc","2:ii"
"2017/18","BAENG03F","BA English Language and Linguistics FT","Level 5",7.62,"Commuter","W1B 2HW",48,52.94,"BA","3rd"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 4",27.7,"Unknown","W1W 6XH",68,76.84,"BSc","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 5",27.7,"Unknown","W1W 6XH",71,78.57,"BSc","1st"
"2017/18","BABSM06F","BA Business Management FT","Level 5",2.17,"Other inc. Private Halls","NW1 5LS",60,58.73,"BA","2:i"
"2016/17","BECSS01F","BEng Software Engineering FT","Level 6",7.33,"Other inc. Private Halls","W1W 6XH",19,14.77,"BEng","3rd"
"2016/17","BABSM07F","BA International Business FT","Level 4",5,"Other inc. Private Halls","NW1 5LS",16,37.66,"BA","3rd"
"2016/17","BSCON02F","BSc Computer Network Security FT","Level 4",29.94,"Unknown","W1W 6XH",77,60.4,"BSc","1st"
"2017/18","BSCON02F","BSc Computer Network Security FT","Level 5",6.56,"UoW Halls","W1W 6XH",70,51.79,"BSc","1st"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 4",4.15,"Commuter","W1B 2HW",57,47.06,"BA","2:ii"
"2017/18","BAPIR03F","BA Politics and International Relations FT","Level 5",4.15,"Commuter","W1B 2HW",58,54.29,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 4",1.43,"Other inc. Private Halls","NW1 5LS",74,80.56,"BA","1st"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",8.04,"Other inc. Private Halls","W1W 6XH",75,62.12,"BSc","1st"
